   4700.0     0.0000
   4800.0     0.0300
   4900.0     0.1630
   5000.0     0.4580
   5100.0     0.7800
   5200.0     0.9670
   5300.0     1.0000
   5400.0     0.9730
   5500.0     0.8980
   5600.0     0.7920
   5700.0     0.6840
   5800.0     0.5740
   5900.0     0.4610
   6000.0     0.3590
   6100.0     0.2700
   6200.0     0.1970
   6300.0     0.1350
   6400.0     0.0810
   6500.0     0.0450
   6600.0     0.0250
   6700.0     0.0170
   6800.0     0.0130
   6900.0     0.0090
   7000.0     0.0000
